# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
27.75           	p               	-6.38201520e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.78515796e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
27.75           	U               	(4.08918741e-01 -1.52521222e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23174514e+00 3.29549628e+00 8.88183748e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.8            	p               	-6.38050810e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.78675548e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
27.8            	U               	(4.08922390e-01 -1.52842239e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23175960e+00 3.29551357e+00 8.87837586e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.85           	p               	-6.37914225e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.78823260e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
27.85           	U               	(4.08926009e-01 -1.53162290e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23177444e+00 3.29553120e+00 8.87523334e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.9            	p               	-6.37765417e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.78978366e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
27.9            	U               	(4.08929597e-01 -1.53481173e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23178960e+00 3.29554913e+00 8.87181240e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.95           	p               	-6.37624491e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.79129113e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
27.95           	U               	(4.08933156e-01 -1.53799093e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23180510e+00 3.29556735e+00 8.86856934e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28              	p               	-6.37482964e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.79279905e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28              	U               	(4.08936685e-01 -1.54115914e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23182095e+00 3.29558584e+00 8.86531192e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.05           	p               	-6.37344534e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.79428915e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.05           	U               	(4.08940184e-01 -1.54431470e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23183712e+00 3.29560457e+00 8.86212391e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.1            	p               	-6.37207709e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.79573692e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.1            	U               	(4.08943652e-01 -1.54745798e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23185356e+00 3.29562348e+00 8.85897101e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.15           	p               	-6.37074081e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.79715547e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.15           	U               	(4.08947090e-01 -1.55058960e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23187025e+00 3.29564252e+00 8.85588978e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.2            	p               	-6.36939879e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.79860420e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.2            	U               	(4.08950499e-01 -1.55370967e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23188738e+00 3.29566191e+00 8.85279804e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.25           	p               	-6.36811772e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.79997483e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.25           	U               	(4.08953876e-01 -1.55681871e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23190478e+00 3.29568147e+00 8.84984118e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.3            	p               	-6.36686748e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.80131482e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.3            	U               	(4.08957224e-01 -1.55991646e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23192245e+00 3.29570117e+00 8.84695398e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.35           	p               	-6.36566453e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.80260595e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.35           	U               	(4.08960541e-01 -1.56300306e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23194038e+00 3.29572100e+00 8.84417349e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.4            	p               	-6.36450547e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.80385343e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.4            	U               	(4.08963828e-01 -1.56607842e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23195856e+00 3.29574092e+00 8.84149219e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.45           	p               	-6.36339176e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.80504974e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.45           	U               	(4.08967085e-01 -1.56914259e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23197696e+00 3.29576091e+00 8.83891328e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.5            	p               	-6.36230216e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.80622406e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.5            	U               	(4.08970311e-01 -1.57219484e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23199559e+00 3.29578094e+00 8.83638906e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.55           	p               	-6.36123007e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.80737667e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.55           	U               	(4.08973507e-01 -1.57523592e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23201443e+00 3.29580100e+00 8.83390445e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.6            	p               	-6.36018777e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.80849798e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.6            	U               	(4.08976672e-01 -1.57826934e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23203342e+00 3.29582100e+00 8.83148669e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.65           	p               	-6.35918659e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.80959604e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.65           	U               	(4.08979807e-01 -1.58128870e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23205271e+00 3.29584112e+00 8.82916452e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.7            	p               	-6.35825946e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.81056946e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.7            	U               	(4.08982911e-01 -1.58429651e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23207211e+00 3.29586111e+00 8.82700758e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.75           	p               	-6.35735832e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.81155350e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.75           	U               	(4.08985984e-01 -1.58729232e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23209170e+00 3.29588105e+00 8.82491157e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.8            	p               	-6.35641549e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.81256236e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.8            	U               	(4.08989026e-01 -1.59027640e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23211144e+00 3.29590089e+00 8.82272114e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.85           	p               	-6.35554410e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.81350231e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.85           	U               	(4.08992037e-01 -1.59324816e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23213135e+00 3.29592060e+00 8.82069323e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.9            	p               	-6.35468866e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.81442422e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.9            	U               	(4.08995018e-01 -1.59620805e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23215139e+00 3.29594018e+00 8.81870207e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.95           	p               	-6.35387770e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.81529493e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
28.95           	U               	(4.08997967e-01 -1.59915587e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23217157e+00 3.29595959e+00 8.81681249e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29              	p               	-6.35310678e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.81612604e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29              	U               	(4.09000885e-01 -1.60209077e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23219186e+00 3.29597880e+00 8.81501423e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.05           	p               	-6.35236577e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.81692007e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.05           	U               	(4.09003772e-01 -1.60501334e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23221225e+00 3.29599778e+00 8.81328467e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.1            	p               	-6.35160584e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.81774279e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.1            	U               	(4.09006628e-01 -1.60792431e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23223281e+00 3.29601661e+00 8.81151458e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.15           	p               	-6.35091346e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.81849171e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.15           	U               	(4.09009452e-01 -1.61082240e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23225351e+00 3.29603525e+00 8.80989775e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.2            	p               	-6.35026829e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.81918909e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.2            	U               	(4.09012245e-01 -1.61370737e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23227430e+00 3.29605364e+00 8.80838836e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.25           	p               	-6.34966854e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.81982730e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.25           	U               	(4.09015007e-01 -1.61657963e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23229514e+00 3.29607172e+00 8.80698270e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.3            	p               	-6.34927800e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82023510e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.3            	U               	(4.09017737e-01 -1.61943415e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23231590e+00 3.29608929e+00 8.80605078e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.35           	p               	-6.34838691e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82121868e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.35           	U               	(4.09020435e-01 -1.62228138e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23233698e+00 3.29610684e+00 8.80399245e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.4            	p               	-6.34808461e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82148863e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.4            	U               	(4.09023102e-01 -1.62511257e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23235788e+00 3.29612379e+00 8.80326167e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.45           	p               	-6.34773912e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82188544e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.45           	U               	(4.09025737e-01 -1.62792932e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23237881e+00 3.29614033e+00 8.80243850e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.5            	p               	-6.34737414e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82225688e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.5            	U               	(4.09028339e-01 -1.63072849e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23239966e+00 3.29615632e+00 8.80157125e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.55           	p               	-6.34681844e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82283833e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.55           	U               	(4.09030911e-01 -1.63351926e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23242060e+00 3.29617194e+00 8.80027723e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.6            	p               	-6.34652561e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82315917e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.6            	U               	(4.09033450e-01 -1.63629355e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23244154e+00 3.29618711e+00 8.79957871e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.65           	p               	-6.34647967e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82317659e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.65           	U               	(4.09035958e-01 -1.63905605e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23246241e+00 3.29620170e+00 8.79944041e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.7            	p               	-6.34608422e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82363705e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.7            	U               	(4.09038433e-01 -1.64180175e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23248356e+00 3.29621615e+00 8.79851781e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.75           	p               	-6.34572762e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82399565e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.75           	U               	(4.09040877e-01 -1.64453843e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23250474e+00 3.29623020e+00 8.79768105e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.8            	p               	-6.34562045e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82408093e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.8            	U               	(4.09043288e-01 -1.64726083e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23252578e+00 3.29624362e+00 8.79740881e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.85           	p               	-6.34527911e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82446485e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.85           	U               	(4.09045668e-01 -1.64996856e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23254696e+00 3.29625674e+00 8.79661271e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.9            	p               	-6.34526429e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82446868e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.9            	U               	(4.09048015e-01 -1.65266412e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23256820e+00 3.29626947e+00 8.79655622e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
29.95           	p               	-6.34494448e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82479556e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
29.95           	U               	(4.09050330e-01 -1.65534628e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23258939e+00 3.29628172e+00 8.79580987e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
30              	p               	-6.34506280e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82463045e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
30              	U               	(4.09052613e-01 -1.65801365e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23261029e+00 3.29629315e+00 8.79605462e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
30.05           	p               	-6.34473757e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82499300e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
30.05           	U               	(7.75839017e-02 -3.76559095e-04 -7.20879088e-19)	(5.21582257e+01 8.02913971e+00 0.00000000e+00)	(1.23263126e+00 3.29630420e+00 8.79530270e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
30.1            	p               	-6.34487807e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82481505e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
30.1            	U               	(7.75908123e-02 -1.02031160e-03 -7.20666839e-19)	(5.21582257e+01 8.02913971e+00 0.00000000e+00)	(1.23265197e+00 3.29631448e+00 8.79560320e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
30.15           	p               	-6.34481472e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82472866e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
30.15           	U               	(7.76085067e-02 -1.66623203e-03 -7.20462348e-19)	(5.21582257e+01 8.02913971e+00 0.00000000e+00)	(1.23267078e+00 3.29632209e+00 8.79542379e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
30.2            	p               	-6.34516090e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82431617e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
30.2            	U               	(7.76360092e-02 -2.31735562e-03 -7.20074584e-19)	(5.21582257e+01 8.02913971e+00 0.00000000e+00)	(1.23268880e+00 3.29632798e+00 8.79619510e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
30.25           	p               	-6.34484108e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82460978e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
30.25           	U               	(7.76726225e-02 -2.97503445e-03 -7.20082667e-19)	(5.21582257e+01 8.02913971e+00 0.00000000e+00)	(1.23270678e+00 3.29633303e+00 8.79547407e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
30.3            	p               	-6.34513870e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.82422793e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
30.3            	U               	(7.77175844e-02 -3.64049599e-03 -7.19731417e-19)	(5.21582257e+01 8.02913971e+00 0.00000000e+00)	(1.23272448e+00 3.29633699e+00 8.79615120e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
